Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,Acente_Adi,Sehir,Bolge,CustomerName,CustomerType,Filo_Retail,Yas,Cinsiyet,Gelir_Grubu,S2_Stenos_Kredisi_Kullandi_mi,S3_Tercih_Etmeme_Nedeni,S12_En_Onemli_Neden,S4_Teklif_Alinan_Kuruluslar,S5_Kredi_Kullanilan_Kurulus,Odeme_Yontemi,S6_Bilgilendirme_Memnuniyeti,S7_Dijital_Kolayliklarin_Onemi,S8_Marka_Baglantisi_Etkili_mi,S9_Onemli_Ek_Avantajlar,S10_Kasko_Tercih_Etmeme_Nedeni,S11_Gelecekte_Tercih_Olasiligi,M1_Veri_Paylasim_Izni,S6_Endeks_100,S6_Top2Box,S11_Yuksek_Egilim
CSI-NCR-00126,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-12-22,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Av. Bozerk Üzer Hayrioğlu,Otomobil-Binek,Retail,42,Kadın,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Akbank; OdeaBank; HSBC Bank; Finans Bank,Akbank,Rakip Kuruluş Kredisi,10,8,2,Vade seçenekleri,Sigorta şirketi memnuniyetsizliği,%76 - %100,1,100.0,1,1
CSI-NCR-00127,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-23,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Gülev İnönü,Otomobil-Binek,Retail,40,Kadın,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Anadolubank; TEB (Türk Ekonomi Bankası); AlBaraka,Anadolubank,Rakip Kuruluş Kredisi,9,10,2,Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%76 - %100,2,88.9,1,1
CSI-NCR-00128,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-28,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Öğr. Paker Ertaş,Hafif Ticari,Retail,51,Erkek,85.001 - 150.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,İş Bankası; Şekerbank; Denizbank,İş Bankası,Rakip Kuruluş Kredisi,4,8,1,Özel müşteri temsilcisi; Online store; İşlem masrafı,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,33.3,0,1
CSI-NCR-00129,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-16,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Çev. Tercan Yıldırım Çorlu,Otomobil-Binek,Retail,35,Kadın,150.000 TL üzeri,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,TEB (Türk Ekonomi Bankası); İş Bankası; Alternatifbank,Alternatifbank,Rakip Kuruluş Kredisi,6,5,2,Sigorta kolaylığı; Ödeme tatili / Ödemesiz dönem; Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%76 - %100,1,55.6,0,1
CSI-NCR-00130,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-16,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Tülin Ertaş Yüksel,Otomobil-Binek,Filo,49,Erkek,25.001 - 50.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Burgan Bank; Alternatifbank,Burgan Bank,Rakip Kuruluş Kredisi,9,10,2,Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,88.9,1,0
CSI-NCR-00131,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-12-07,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Siper Ergül,Otomobil-Binek,Retail,42,Erkek,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,HSBC Bank; TEB (Türk Ekonomi Bankası); OdeaBank; Türkiye Finans,HSBC Bank,Rakip Kuruluş Kredisi,6,8,2,Özel müşteri temsilcisi; Ödeme tatili / Ödemesiz dönem; İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması,%0 -%25,2,55.6,0,0
CSI-NCR-00132,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-09-14,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Aliihsan Fatih Soylu,Otomobil-Binek,Retail,45,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Şekerbank; HSBC Bank; İş Bankası; Türkiye Finans,Şekerbank,Rakip Kuruluş Kredisi,3,8,2,İşlem masrafı; Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,2,22.2,0,0
CSI-NCR-00133,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-05-01,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Çev. Zehranur Yılmaz Akdeniz,Otomobil-Binek,Retail,35,Kadın,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,ING; Ziraat Bankası,ING,Rakip Kuruluş Kredisi,6,8,1,Vade seçenekleri; Ödeme tatili / Ödemesiz dönem; İşlem masrafı,Servis hizmet memnuniyetsizliği,%26 - %50,2,55.6,0,0
CSI-NCR-00134,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-04-16,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Memili Bellisan Akgündüz Eraslan,Hafif Ticari,Retail,47,Erkek,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Garanti Bankası; TEB (Türk Ekonomi Bankası),Henüz kredi kullanmadım,Nakit / Havale,9,6,1,Sigorta kolaylığı; Online store,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%76 - %100,1,88.9,1,1
CSI-NCR-00135,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-20,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Rahiye Neşrin Türk Gülen,Hafif Ticari,Retail,48,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Denizbank; İş Bankası; TEB (Türk Ekonomi Bankası); Burgan Bank,Denizbank,Rakip Kuruluş Kredisi,4,7,2,İşlem masrafı; Sigorta kolaylığı; Online store,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%26 - %50,1,33.3,0,0
CSI-NCR-00136,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-25,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Serda Selaheddin Akar,Hafif Ticari,Retail,58,Erkek,50.001 - 85.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Kuveyt Türk; Akbank; HSBC Bank,Henüz kredi kullanmadım,Nakit / Havale,8,6,1,Online store; Ödeme tatili / Ödemesiz dönem; Vade seçenekleri,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%76 - %100,1,77.8,0,1
CSI-NCR-00137,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-21,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Çağlar Mahter Erdoğan Kısakürek,Otomobil-Binek,Retail,37,Kadın,150.000 TL üzeri,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,OdeaBank; İş Bankası,Henüz kredi kullanmadım,Nakit / Havale,6,9,2,Vade seçenekleri,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,55.6,0,0
CSI-NCR-00138,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-04-25,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Prof. Zümre Lerze Alemdar Mansız,Otomobil-Binek,Filo,35,Kadın,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Burgan Bank; Yapı ve Kredi Bankası,Henüz kredi kullanmadım,Nakit / Havale,6,9,1,Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,55.6,0,1
CSI-NCR-00139,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-20,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Başok Aytek Gülen Arsoy,Otomobil-Binek,Retail,35,Erkek,50.001 - 85.000 TL,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,QNB Fibabank; Yapı ve Kredi Bankası,Henüz kredi kullanmadım,Nakit / Havale,6,9,1,Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,55.6,0,0
CSI-NCR-00140,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-25,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Ömriye Akça,Hafif Ticari,Retail,47,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Şekerbank; Kuveyt Türk; Yapı ve Kredi Bankası,Şekerbank,Rakip Kuruluş Kredisi,5,7,1,Vade seçenekleri; Online store; Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması,%0 -%25,1,44.4,0,0
CSI-NCR-00141,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-10-14,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Evrim Gülmisal Tevetoğlu Zorlu,Hafif Ticari,Retail,36,Erkek,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,İş Bankası; QNB Fibabank; Halk Bankası,Henüz kredi kullanmadım,Nakit / Havale,8,10,2,Özel müşteri temsilcisi; Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,2,77.8,0,0
CSI-NCR-00142,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-17,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Tomurcuk Türk Türk,Hafif Ticari,Retail,28,Erkek,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Yapı ve Kredi Bankası; Türkiye Finans; Şekerbank,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,8,6,2,Özel müşteri temsilcisi,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%76 - %100,1,77.8,0,1
CSI-NCR-00143,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-20,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Beren Yayak Şama,Hafif Ticari,Filo,46,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Vakıflar Bankası; Ziraat Bankası; Burgan Bank; Şekerbank,Vakıflar Bankası,Rakip Kuruluş Kredisi,5,10,2,Özel müşteri temsilcisi; Vade seçenekleri; Online store,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,44.4,0,0
CSI-NCR-00144,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-09-18,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Arş. Gör. Sevgen Manço Tevetoğlu,Otomobil-Binek,Retail,39,Erkek,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Türkiye Finans; Alternatifbank; Akbank,Türkiye Finans,Rakip Kuruluş Kredisi,4,10,1,Online store; Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,33.3,0,0
CSI-NCR-00145,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-18,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Günşen İhsanoğlu,Otomobil-Binek,Filo,45,Kadın,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Akbank,Henüz kredi kullanmadım,Nakit / Havale,9,7,1,Vade seçenekleri; Sigorta kolaylığı; İşlem masrafı,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,88.9,1,1
CSI-NCR-00146,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-25,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Feyzin Gülen,Otomobil-Binek,Retail,43,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,AlBaraka; Denizbank,AlBaraka,Rakip Kuruluş Kredisi,7,9,2,Vade seçenekleri; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği,%76 - %100,1,66.7,0,1
CSI-NCR-00147,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-08,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,İzel Nades Zorlu,Otomobil-Binek,Retail,49,Kadın,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Ziraat Bankası; TEB (Türk Ekonomi Bankası); Burgan Bank; Anadolubank,Ziraat Bankası,Rakip Kuruluş Kredisi,6,5,2,İşlem masrafı; Sigorta kolaylığı; Ödeme tatili / Ödemesiz dönem,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,55.6,0,1
CSI-NCR-00148,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-12-10,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Doç. Özbilge Hançer Güçlü,Otomobil-Binek,Filo,35,Erkek,85.001 - 150.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Yapı ve Kredi Bankası; Akbank; Halk Bankası; Alternatifbank,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,4,6,1,Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%0 -%25,1,33.3,0,0
CSI-NCR-00149,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-17,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Kanak Şama,Hafif Ticari,Retail,34,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Garanti Bankası; TEB (Türk Ekonomi Bankası),Garanti Bankası,Rakip Kuruluş Kredisi,7,7,1,Özel müşteri temsilcisi; Vade seçenekleri; Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,66.7,0,1
CSI-NCR-00150,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-20,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Kızıltunç Siper Hançer Çetin,Otomobil-Binek,Retail,56,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Kuveyt Türk; HSBC Bank; Ziraat Bankası,Kuveyt Türk,Rakip Kuruluş Kredisi,3,8,2,Sigorta kolaylığı,Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,22.2,0,1
CSI-NCR-00151,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-05-16,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Sücaettin Güçlü,Hafif Ticari,Retail,38,Kadın,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,ING; Burgan Bank; Garanti Bankası,ING,Rakip Kuruluş Kredisi,3,10,1,Vade seçenekleri; İşlem masrafı,Servis hizmet memnuniyetsizliği,%26 - %50,1,22.2,0,0
CSI-NCR-00152,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-07,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Üçgül Durdu,Otomobil-Binek,Retail,51,Erkek,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Türkiye Finans; Finans Bank,Henüz kredi kullanmadım,Nakit / Havale,8,8,2,Online store; İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,77.8,0,0
CSI-NCR-00153,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-24,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Doç. Aliseydi Siper Güçlü,Otomobil-Binek,Retail,30,Erkek,50.001 - 85.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Ziraat Bankası; OdeaBank,Henüz kredi kullanmadım,Nakit / Havale,8,7,2,Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,77.8,0,1
CSI-NCR-00154,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-17,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Arş. Gör. Tekiner Gül,Otomobil-Binek,Retail,31,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Ziraat Bankası; QNB Fibabank,Ziraat Bankası,Rakip Kuruluş Kredisi,5,7,1,Sigorta kolaylığı; İşlem masrafı; Online store,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,44.4,0,1
CSI-NCR-00155,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-14,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Fadıla Alemdar Tarhan,Otomobil-Binek,Retail,42,Erkek,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Halk Bankası; HSBC Bank; Akbank; Ziraat Bankası,Halk Bankası,Rakip Kuruluş Kredisi,8,10,1,Özel müşteri temsilcisi; Ödeme tatili / Ödemesiz dönem,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00156,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-25,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Bay Serol Vezat Demir,Otomobil-Binek,Retail,37,Erkek,25.000 TL altı,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,ING; Vakıflar Bankası; Halk Bankası,ING,Rakip Kuruluş Kredisi,10,8,1,Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği,%76 - %100,1,100.0,1,1
CSI-NCR-00157,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-14,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Adlan Dumanlı,Otomobil-Binek,Retail,61,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Garanti Bankası; Anadolubank,Garanti Bankası,Rakip Kuruluş Kredisi,8,8,2,İşlem masrafı; Vade seçenekleri,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,2,77.8,0,1
CSI-NCR-00158,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-05,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Rıfkıye Manço,Otomobil-Binek,Retail,57,Erkek,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Ziraat Bankası; Yapı ve Kredi Bankası; Türkiye Finans,Ziraat Bankası,Rakip Kuruluş Kredisi,4,7,1,Ödeme tatili / Ödemesiz dönem; Online store,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%0 -%25,1,33.3,0,0
CSI-NCR-00159,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-05-31,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Doç. Gülseren Revza Zorlu,Otomobil-Binek,Filo,40,Erkek,25.000 TL altı,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Vakıflar Bankası; Halk Bankası; Türkiye Finans,Vakıflar Bankası,Rakip Kuruluş Kredisi,6,5,2,Sigorta kolaylığı; İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,2,55.6,0,0
CSI-NCR-00160,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-11,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Av. Balca Demirel Yaman,Otomobil-Binek,Retail,32,Kadın,50.001 - 85.000 TL,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,Yapı ve Kredi Bankası; Kuveyt Türk,Henüz kredi kullanmadım,Nakit / Havale,7,7,1,Online store; İşlem masrafı; Sigorta kolaylığı,Sigorta şirketi memnuniyetsizliği,%51 - %75,1,66.7,0,1
CSI-NCR-00161,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-28,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Seha Hayrioğlu,Otomobil-Binek,Retail,64,Erkek,85.001 - 150.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Yapı ve Kredi Bankası; Akbank; Vakıflar Bankası; Anadolubank,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,9,6,1,İşlem masrafı; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,88.9,1,0
CSI-NCR-00162,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-17,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Arş. Gör. Nurgil Hayrioğlu Akçay,Hafif Ticari,Retail,38,Erkek,50.001 - 85.000 TL,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,Burgan Bank; İş Bankası,Henüz kredi kullanmadım,Nakit / Havale,8,8,2,Ödeme tatili / Ödemesiz dönem; Vade seçenekleri; Sigorta kolaylığı,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00163,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-09-08,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Arş. Gör. Natalia Zöhrehan Ergül Tarhan,Otomobil-Binek,Filo,30,Erkek,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,QNB Fibabank; AlBaraka; TEB (Türk Ekonomi Bankası); ING,QNB Fibabank,Rakip Kuruluş Kredisi,6,7,1,Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği,%0 -%25,1,55.6,0,0
CSI-NCR-00164,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-12,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Şeref Güçlü,Hafif Ticari,Retail,31,Erkek,25.001 - 50.000 TL,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,Burgan Bank; ING; QNB Fibabank,Henüz kredi kullanmadım,Nakit / Havale,5,8,2,İşlem masrafı,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%26 - %50,1,44.4,0,0
CSI-NCR-00165,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-11-28,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Erdibay Aslan,Otomobil-Binek,Retail,45,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Vakıflar Bankası; ING; Kuveyt Türk; İş Bankası,Vakıflar Bankası,Rakip Kuruluş Kredisi,8,10,2,Online store; Özel müşteri temsilcisi; Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,77.8,0,1
CSI-NCR-00166,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-29,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Hadrey Melaha Öcalan,Hafif Ticari,Retail,42,Kadın,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Yapı ve Kredi Bankası; QNB Fibabank,Henüz kredi kullanmadım,Nakit / Havale,10,9,1,Online store,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%51 - %75,1,100.0,1,1
