Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,G1_Acente_Adi,Acente_Adi,Sehir,Bolge,G6_Ad_Soyad,G7_Bolum,G5_Sorumlu_Segment,G4_Gorev_Satis,G4X_Gorev_Sigorta,G3_Calisma_Suresi,Acente_Satis_Basarisi_Endeks_100,M7_Oneri_Duzeyi_Kod,M7_Oneri_Duzeyi,M1c_Baska_Kurumla_Calisiyor_mu,M1a_Yogun_Calisilan_Kurumlar,M1b_Tercih_Nedeni,M4a_Genel_Memnuniyet_Finans,M3_Brand_Retention,M6_Recommendation_NPS,M6x_Brand_Importance,M10_Sadakat_Unsuru_mu,M11_Neden,M8_Mutlu_Eden_Etkenler,M9_Iyilestirilecek_Konular,S1_1_Ziyaret_Genel_Memnuniyet,S1_2_Ziyaret_Sikligi_Memnuniyet,S3a_Kredilendirme_Sureci,S3b_Stenos_CRM_Memnuniyeti,S3bx_Stenos_CRM_Memnuniyeti_Sigorta,S3b_1_CRM_Sistem_Hizi,S3c_CRM_Memnuniyetsizlik_Nedeni,S5c_Egitim_Memnuniyeti,S6_Mobil_App_Bahsediyor_mu,S7_Mobil_App_Oneriyor_mu,S8_Onermeme_Nedeni,Q1_En_Basarili_Sigorta_Sirketleri,M4aX_Kasko_Genel_Memnuniyet,M6x_Kasko_Tavsiye,Q3_Kasko_Onerme_Egilimi,Q5_Onermeme_Nedeni,Q6_Onerme_Nedeni,M1_Veri_Paylasim_Izni,CRM_Memnuniyeti_Birlesik,CRM_Endeks_100,NPS_Kategori,Genel_Memnuniyet_Birlesik
DSI-00092,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-28,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Şefiye Akça,Satış,Otomobil,Satış müdürü,,1 yıl – 3 yıl arası,70.3,1.0,Genelde önermediğim finans kurumudur,1.0,Stenos Auto Finans; Kuveyt Türk; QNB Fibabank,Faiz avantajı,5.0,5.0,5.0,5.0,1.0,,Stenos CRM üzerinden takip yapılabilmesi; Bankalar gibi şube limitinin olmaması; Kontaktaki kişilerin olumlu sıcak yaklaşımları,"Yeterince eğitim verilmemesi; Faizlerin yüksek olması; Evrakların yavaş kontrol edilmesi; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması",4.0,4.0,7.0,7.0,,9,,5.0,1.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,2,7.0,66.7,Detractor,5.0
DSI-00093,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-27,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Nihai Hayrioğlu,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,60.8,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; OdeaBank,Faiz avantajı,8.0,7.0,7.0,9.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Toplam paket sunması (sigorta gibi); Yeniden borcu yapılandırması,Evrakların yavaş kontrol edilmesi,6.0,6.0,7.0,8.0,,8,,6.0,2.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Passive,8.0
DSI-00094,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-10,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Öğr. Gümüştekin Arslan,Satış,Otomobil,Acente Operasyon Sorumlusu (S.O.S.),,1 yıl – 3 yıl arası,58.2,,,,,,8.0,,,8.0,1.0,,Düşük faiz uygulaması; Çözüm odaklı olmaları,Evrakların sık sık kaybolması; Faizlerin yüksek olması,,,9.0,3.0,,2,"Ekranlar arası geçiş yavaş, rapor almak zor",8.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,3.0,22.2,,8.0
DSI-00095,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-07,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Yrd. Doç. Henife Hayrioğlu Kısakürek,Sigorta,,,Sigorta Danışmanı,1 yıldan daha az bir süredir,52.8,,,,,,,,,,,,,,,,,,6.0,5,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Sompo; Türkiye Sigorta; Zurich,5.0,4.0,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,,5.0
DSI-00096,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-04-04,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Pekkan Arsoy,Satış,Tüm segmentler,Acente Operasyon Sorumlusu (S.O.S.),,1 yıl – 3 yıl arası,79.0,,,,,,7.0,,,7.0,1.0,,Yeniden borcu yapılandırması; Eski müşteriyi takip edebilme olanağı,Telefonların hep meşgul olması ya da cevap verilmemesi; Eksik evrak bildiriminin geç haber verilmesi; Satış danışmanlarının inisiyatif almaması,,,9.0,8.0,,7,,6.0,1.0,2.0,Süreçte hatırlamıyorum,,,,3,Fiyat rekabetçi değil / hasar süreci yavaş,,1,8.0,77.8,,7.0
DSI-00097,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-05-29,Stenos İstanbul Maslak,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Seler Demiryürek Zengin Duran,Satış,Tüm segmentler,Satış müdürü,,3 yıldan fazla,71.6,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; OdeaBank,Evrak süreci daha basit,9.0,10.0,8.0,9.0,1.0,,Stenos CRM sisteminin iyi olması; Düşük faiz uygulaması,"Yeterince eğitim verilmemesi; Sürecin hiçbir aşamasında geri bildirim yapılmaması; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması; Evrakların yavaş kontrol edilmesi",7.0,5.0,9.0,9.0,,7,,7.0,1.0,2.0,Süreçte hatırlamıyorum,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Passive,9.0
DSI-00098,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-06-14,Stenos Ankara Çankaya,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Dr. Öge Durmuş,Satış,Hafif ticari araçlar,Filo Satış Müdürü,,1 yıl – 3 yıl arası,92.9,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; OdeaBank,Müşteri temsilcisi desteği iyi,9.0,8.0,8.0,7.0,1.0,,Bankalar gibi şube limitinin olmaması; Sabit faiz uygulaması; Güvenilir bir kurum olması; Kolay ulaşılabilirlik,"Evrakların yavaş kontrol edilmesi; Yoğun olmalarından dolayı işlerin ilerlememesi; Satış danışmanlarının inisiyatif almaması; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması",10.0,8.0,8.0,9.0,,8,,5.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Passive,9.0
DSI-00099,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-18,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Yunt Ertaş,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,73.7,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; Alternatifbank; OdeaBank,Evrak süreci daha basit,8.0,8.0,10.0,6.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Düşük faiz uygulaması; Kolay ulaşılabilirlik; Yeniden borcu yapılandırması; Toplam paket sunması (sigorta gibi),Evrakların sık sık kaybolması; Telefonlara geri dönülmemesi,6.0,5.0,9.0,9.0,,9,,10.0,2.0,2.0,Süreçte hatırlamıyorum,,,,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Promoter,8.0
DSI-00100,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-08-09,Stenos İstanbul Maslak,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Metinkaya Sezgin,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,69.5,,,,,,,,,,,,,,,,,,9.0,9,,,,,,Doğa; Neova; Eureko,7.0,6.0,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,9.0,88.9,,7.0
DSI-00101,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-04-12,Stenos Kayseri Melikgazi,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Behiza Rehime Tarhan,Satış,Hafif ticari araçlar,Filo Satış Danışmanı,,1 yıldan daha az bir süredir,61.3,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Şekerbank,Onay süreleri kısa,8.0,9.0,7.0,5.0,1.0,,Bankalar gibi şube limitinin olmaması; Stenos CRM üzerinden takip yapılabilmesi; Kontaktaki kişilerin olumlu sıcak yaklaşımları,Yeterince eğitim verilmemesi,6.0,7.0,7.0,8.0,,9,,6.0,2.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Passive,8.0
DSI-00102,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-13,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Uz. Merba Yüksel Eraslan,Satış,Hafif ticari araçlar,Filo Satış Danışmanı,,1 yıldan daha az bir süredir,52.5,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; TEB (Türk Ekonomi Bankası); OdeaBank,Müşteri temsilcisi desteği iyi,3.0,4.0,3.0,3.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Kolay ulaşılabilirlik; Eski müşteriyi takip edebilme olanağı,İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı; Eksik evrak bildiriminin geç haber verilmesi; Telefonlara geri dönülmemesi; Faizlerin yüksek olması,3.0,4.0,2.0,5.0,,3,"Ekranlar arası geçiş yavaş, rapor almak zor",2.0,1.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,Detractor,3.0
DSI-00103,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-19,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Yağın Şafak,Satış,Otomobil,Satış müdürü,,3 yıldan fazla,43.5,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Türkiye Finans; HSBC Bank,Evrak süreci daha basit,6.0,5.0,5.0,6.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Sabit faiz uygulaması; Çözüm odaklı olmaları,Fazla evrak istenmesi; İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı; Eksik evrak bildiriminin geç haber verilmesi; Faizlerin yüksek olması,8.0,4.0,5.0,4.0,,5,"Ekranlar arası geçiş yavaş, rapor almak zor",7.0,1.0,2.0,Uygulamayı yeterince tanımıyorum,,,,3,Fiyat rekabetçi değil / hasar süreci yavaş,,1,4.0,33.3,Detractor,6.0
DSI-00104,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-06,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Beray Dumanlı Tevetoğlu,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,74.7,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Finans Bank,Faiz avantajı,8.0,8.0,6.0,7.0,1.0,,Eski müşteriyi takip edebilme olanağı; Sabit faiz uygulaması,Kolay ulaşılır olmaması; Telefonların hep meşgul olması ya da cevap verilmemesi; Fazla evrak istenmesi,6.0,6.0,8.0,9.0,,9,,6.0,2.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Detractor,8.0
DSI-00105,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-11-24,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Yrd. Doç. Rabbiye Duran Zorlu,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,63.7,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; Anadolubank; Kuveyt Türk,Faiz avantajı,6.0,6.0,8.0,5.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Bankalar gibi şube limitinin olmaması; Çözüm odaklı olmaları,"Telefonlara geri dönülmemesi; Telefonların hep meşgul olması ya da cevap verilmemesi; Yeterince eğitim verilmemesi; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması",4.0,6.0,8.0,7.0,,2,,5.0,2.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,Passive,6.0
DSI-00106,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-13,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Arş. Gör. Aycagül Nevgin Sezer,Satış,Otomobil,Showroom Müdürü/ 2. El Showroom Müdürü,,3 yıldan fazla,74.5,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; QNB Fibabank; Alternatifbank,Onay süreleri kısa,10.0,8.0,10.0,10.0,1.0,,Güvenilir bir kurum olması; Kolay ulaşılabilirlik; Sabit faiz uygulaması,Yeterince eğitim verilmemesi; Faizlerin yüksek olması; Sürecin hiçbir aşamasında geri bildirim yapılmaması,10.0,8.0,10.0,7.0,,6,,9.0,1.0,2.0,Uygulamayı yeterince tanımıyorum,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Promoter,10.0
DSI-00107,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-08,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Baki Öcalan,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,70.5,,,,,,,,,,,,,,,,,,9.0,8,,,,,,Ray; Anadolu Anonim Türk; Hepiyi,7.0,6.0,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,,7.0
DSI-00108,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-01-01,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Dr. Tümer Hürdoğan Aksu,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,54.8,2.0,Nadiren önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Halk Bankası; AlBaraka,Evrak süreci daha basit,5.0,2.0,7.0,5.0,1.0,,Güvenilir bir kurum olması; Bankalar gibi şube limitinin olmaması,Telefonların hep meşgul olması ya da cevap verilmemesi,3.0,2.0,6.0,4.0,,4,"Ekranlar arası geçiş yavaş, rapor almak zor",5.0,1.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,4.0,33.3,Passive,5.0
DSI-00109,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-03,Stenos Kayseri Melikgazi,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Selatin Tolonbay Tarhan,Satış,Tüm segmentler,Showroom Müdürü/ 2. El Showroom Müdürü,,3 yıldan fazla,65.0,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Finans Bank,Müşteri temsilcisi desteği iyi,9.0,10.0,7.0,8.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Finansal açıdan güçlü bir kurum olması; Düşük faiz uygulaması,Telefonların hep meşgul olması ya da cevap verilmemesi,10.0,8.0,10.0,7.0,,7,,5.0,2.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Passive,9.0
DSI-00110,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-09,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Müret Çetin Şafak,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,67.2,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Şekerbank,Müşteri temsilcisi desteği iyi,7.0,8.0,3.0,6.0,1.0,,Stenos CRM sisteminin iyi olması; Bankalar gibi şube limitinin olmaması; Düşük faiz uygulaması; Kontaktaki kişilerin olumlu sıcak yaklaşımları,Teknolojik alt yapılarının olmaması; Sürecin hiçbir aşamasında geri bildirim yapılmaması; Satış danışmanlarının inisiyatif almaması; Fazla evrak istenmesi,7.0,6.0,7.0,8.0,,8,,7.0,1.0,1.0,,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,2,8.0,77.8,Detractor,7.0
DSI-00111,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-22,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Abdülkerim Aytuna Eraslan Bilgin,Satış,Tüm segmentler,Filo Satış Müdürü,,1 yıldan daha az bir süredir,41.4,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; Anadolubank; Burgan Bank,Onay süreleri kısa,5.0,5.0,7.0,3.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Esnek ödeme planı sunması; Sabit faiz uygulaması; Kolay ulaşılabilirlik; Çözüm odaklı olmaları,Eksik evrak bildiriminin geç haber verilmesi; Satış danışmanlarının inisiyatif almaması,99.0,6.0,5.0,5.0,,1,"Ekranlar arası geçiş yavaş, rapor almak zor",4.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,Passive,5.0
DSI-00112,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-26,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Öğr. Karakucak Kiramettin Ertaş,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,61.5,,,,,,,,,,,,,,,,,,7.0,6,,,,,,Eureko; Hepiyi; Ray,7.0,7.0,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,,7.0
DSI-00113,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-06-29,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Hazrat Yıldırım,Sigorta,,,Sigorta Danışmanı,1 yıldan daha az bir süredir,55.0,,,,,,,,,,,,,,,,,,6.0,6,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Zurich; Doğa; Axa,8.0,9.0,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,,8.0
DSI-00114,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-10,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Dr. Mehdiye Seven Çamurcuoğlu,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,82.2,,,,,,,,,,,,,,,,,,9.0,10,,,,,,Axa; Hepiyi; HDI,7.0,5.0,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,,7.0
DSI-00115,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-20,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Barışcan Karadeniz,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,60.1,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; Kuveyt Türk,Müşteri temsilcisi desteği iyi,7.0,5.0,6.0,6.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Kolay ulaşılabilirlik; Esnek ödeme planı sunması; Finansal açıdan güçlü bir kurum olması,Faizlerin yüksek olması,7.0,8.0,6.0,6.0,,8,"Ekranlar arası geçiş yavaş, rapor almak zor",7.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,Detractor,7.0
DSI-00116,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-09,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Hidir Hançer,Sigorta,,,Sigorta müdürü,3 yıldan fazla,76.4,,,,,,,,,,,,,,,,,,9.0,8,,,,,,Mapfre; Ray; Hepiyi,7.0,6.0,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,,7.0
DSI-00117,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-06-05,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Sevdinar Çetin,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,48.4,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; ING; Ziraat Bankası,Faiz avantajı,4.0,4.0,6.0,2.0,1.0,,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Stenos CRM sisteminin iyi olması; Stenos CRM üzerinden takip yapılabilmesi,İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı; Banka kadar esnek olunmaması,4.0,2.0,2.0,6.0,,8,"Ekranlar arası geçiş yavaş, rapor almak zor",6.0,1.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,4.0
DSI-00118,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-17,Stenos Antalya Muratpaşa,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Ramadan Güçlü,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,80.6,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Ziraat Bankası; Denizbank,Faiz avantajı,8.0,8.0,6.0,8.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Düşük faiz uygulaması; Esnek ödeme planı sunması,Banka kadar esnek olunmaması; Yoğun olmalarından dolayı işlerin ilerlememesi; Evrakların sık sık kaybolması,9.0,8.0,9.0,6.0,,9,"Ekranlar arası geçiş yavaş, rapor almak zor",8.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,8.0
DSI-00119,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-20,Stenos İstanbul Kadıköy,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Sultane Canseven Dumanlı Gül,Sigorta,,,Sigorta müdürü,3 yıldan fazla,83.6,,,,,,,,,,,,,,,,,,8.0,8,,,,,,Zurich; Allianz; Mapfre,10.0,9.0,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,,10.0
DSI-00120,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-24,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Okt. Bediriye Melûl Türk Sezgin,Satış,Tüm segmentler,Filo Satış Müdürü,,3 yıldan fazla,67.9,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Garanti Bankası,Onay süreleri kısa,7.0,5.0,8.0,5.0,1.0,,Yeniden borcu yapılandırması; Stenos CRM üzerinden takip yapılabilmesi; Kontaktaki kişilerin olumlu sıcak yaklaşımları,Evrakların sık sık kaybolması; Yoğun olmalarından dolayı işlerin ilerlememesi; Satış danışmanlarının inisiyatif almaması; Banka kadar esnek olunmaması,8.0,4.0,10.0,6.0,,6,"Ekranlar arası geçiş yavaş, rapor almak zor",5.0,2.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,Passive,7.0
DSI-00121,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-03-04,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Ahsen Şendoğan Şama Şensoy,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,80.5,,,,,,,,,,,,,,,,,,8.0,10,,,,,,Quick; HDI; Ray,6.0,6.0,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,,6.0
DSI-00122,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-24,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Uluğbey Özçam Aksu İhsanoğlu,Sigorta,,,Sigorta Danışmanı,3 yıldan fazla,68.4,,,,,,,,,,,,,,,,,,7.0,6,,,,,,Mapfre; Eureko; Aksigorta,8.0,9.0,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,,8.0
DSI-00123,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-10,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Arş. Gör. Cangür Savni Aksu,Sigorta,,,Sigorta Danışmanı,1 yıldan daha az bir süredir,52.8,,,,,,,,,,,,,,,,,,5.0,4,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Neova; Sompo; Ray,5.0,4.0,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,,5.0
